Title,Duration
"Pink",220
"WE ON THE MOON",295
"Guard Your Heart",173
"Made of Love",325
"In the Depths",363
"Peace and Love",167
"Barn Buddies",141
"My Diamond",206
"What Once Was",235
"What's The Use of Feeling Blue Cover",251
"You Are My Homeworld",96
"I'm Perfect",206
"Alone (Drift Away remix)",163
"Home",199
"Beach City (People of This World)",200
"BOSS BATTLE",155
"Mistakes",93
"Oceanic Flight Orchestral",300
"Growing Up (Instrumental)",153
"Haven't You Noticed (I'm A Star) (Instrumental)",162
"Lapis Lazuli (Extended) (Instrumental)",214
"Oceanic Flight (Instrumental)",300
"What's The Use of Feeling Blue Cover (Instrumental)",179
"Rivervale",275
"Cat About Town",139
"Tinkersmith",322
"Dreaming of Adventure",125
"Millbrooke's",138
"Harvest Waltz",176
"The Tinker's Journey",265
"Lakeside",204
"Newfound Determination",104
"Silk and Linen",126
"Dance of the Luna Bees",129
"The Garden",114
"Delta Streets",83
"Puddle Jumping",75
"The Witch's Quest",307
"Before the Rains Come",104
"Heir of Grief",322
"Of Gods and Witches",253
"Peaches and Curry",121
"Lighten Up",132
"Title",41
"Cave",97
"Jungle",72
"Ice Caves",100
"Temple",115
"Olmec",94
"Victory",37
"Ending",37
"I - Overture",420
"II - Sarabande",156
"III - Serenade",344
"IV - Anthem",228
"Is this a chord progression?",6
"it isnt really a harmonic progression but more like a harmonized melody/ostinato",14
"It's Bb Major Not A# Major (Because The Song Is In D Minor)",169
"The Tirant Waltz",28
"Just slap an accordion onto there. It'll be fine.",103
"I Cheated By Moving Tirant's Melody One Eighth Note To The Left",146
"It's 4/4 now and a different genre",240
"i botched up the time signature (aka unintentional alphys)",42
"I also want to contribute",44
"this kind of works.wav",43
"'4/4 is better :Vrasky: (aka: Wait, TENSEI made a song for this?!)'",49
"Four Four and Seven Years Ago, or, "I didn't listen to any of the others, but apparently it was supposed to be in 3/4"",19
"4/4 is better i agree with tensei",81
"made completely in 2017",101
"Groovin'",111
"The Ballad of Megan Pouring",380
"The Ballad of Megan Pouring (instrumental)",383
"Jade Dragon",207
"Swing of the Clock",358
"Rhapsody in Green",234
"Humphrey's Lullaby",126
"Clockwork Reversal",101
"Chartreuse Rewind",297
"The Broken Clock",190
"Apocryphal Antithesis",171
"Trails",149
"Baroqueback Bowtier (Scratch's Lament)",246
"Scratch",190
"Omelette Sandwich",212
"Temporal Piano",229
"Time Paradox",186
"Eldritch",122
"English",210
"Variations",363
"Broom Temperature",118
"Frondly Warning",139
"Ghost Mound",122
"Every Single Grievance",71
"Get The Horns",135
"The Raddest",236
"Carapacian Dominion",440
"Aimless Morning Gold",228
"Endless Expanse",359
"Gilded Sands",240
"Years in the Future",275
"Mayor Maynot",200
"We Walk",162
"Requiem for an Exile",121
"Raggy Looking Dance",208
"Riches to Ruins Movements I & II",140
"Litrichean Rioghail",300
"Ruins Rising",300
"What a Daring Dream",166
"Nightmare",253
"Vagabounce Remix",115
"Tomahawk Head",209
"Confined",244
"🎼 Fraymotif !",791
"Beat Mesa Boogie",976
"Rainbow Rumpus Partytown",432
"'''Til Death, We Grieve'",408
"God Tier",369
"ＭｅＧａＬｏＶａｎｉａ (cover)",171
"ETERNAL SUFFERING",171
"twoward2 the heaven2",142
"wwretched wwaltz",227
"--Emperical",124
"Dishonorable Highb100d",180
"aN UNHOLY RITUAL,",165
"Immaculate Peacekeeper",183
"'0_0'",180
"SUBJUGGLATION",168
"pawnce!",118
"R3DGL4R3",182
"Spider8ite!!!!!!!!",253
"Green Sun",144
"June, or July",126
"Valhalla (Scratched Disc Edit)",211
"Spider8ite (Thief of Lounge Mix)",211
"Welcome to the Dark Carnival",83
"Toxic Love",100
"Mind Your Step, Young Squire",152
"Grande Illusion",123
"Conflict of Grace",116
"I Keep Forgetting",277
"Lets Get Lost",143
"We'll Make the Best of Things",223
"'Grande Illusion: Que Dieu ait pitie'",87
"Natural Selection",162
"Seer of Heart",133
"Cosmic Adversary",139
"Monk of Time",128
"Hold My Hand",149
"Rogue of Light",151
"Surmount",103
"Bombs Away",173
"Criminal Mind",152
"Girl Like You",190
"Communion",144
"Sabotage",248
"When I Think About You",171
"Interlude",53
"Mechanism",180
"Saint",161
"Identity Thief",216
"Powerline",163
"Utopia",200
"Back To Start",181
"Cool and New Music Team",49
"Fresh Jimmy Anthem",146
"Conflict! (Guitarkind)",53
"(Un)Intentional Touhou",177
"HECKACIoUS",67
"Bowstutzlogic",145
"u kiled swet bro - Prepare to Die",239
"I AM V8RY IM8ORT8ANT",81
"'{s] coaster: Rise and fall'",171
"(intractive?) Character Selection Screen",88
"Starry Midnight",136
"Bowmanian Jungle",259
"Dialup",133
"Doomed Timeli ne",41
"Jhon's Lament",98
"Rose-a-Coaster",98
"The Bird is Back",94
"FairyDust (Vrasky's Theme)",172
"Amidst This Mess",188
"'pysc0roins: licord boogaloo'",115
"Cool and New Incipisphere",147
"ｅｘｈａｌｅ",80
"Fighting Spirit ~Double Ascended Form~",259
"Aura of Colour",223
"Quartet",79
"Bendalass",161
"Sburban Tycoon",103
"THE 8EST FLARPER EVER!!!!!!!!",90
"SLEP POLISE THEMEME",136
"Sburban Blaster (Full Version)",140
"Dreams of hrates' O. T. P",132
"Savior of the Waking Patient",152
"HOW DO I LIVE (bunnie tiem mix) (feat. renns)",191
"Waters of GameBrodyLoVania",175
"Science",134
"dabestep ULTRAMEGAMIX w aditionel drumbs",113
"Guilty of Being Alternia",55
"Conflictlovania",99
"Willful Cryptanalysis",163
"Germysprite",63
"frogesong",154
"adoisTrader's Succesful Financial Operation",186
"Rolla Coasta Tycoon",45
"Señor Española",106
"Death by Eyewear",135
"I GOT A HOUSE FULL OF ROACHES BUT INSTEAD OF SPREADING DISEASE THEY JUST STARTED A SKA BAND IN MY BASEMENT (FUCKING YIKES MAN)",122
"Rozepiano",107
"Haunt",123
"You've done this (I can't Believe)",79
"'413143413414143'",76
"Fresh Jimmy's Fresh Orchestraz",175
"le canrival",132
"It Came From Volume 8",90
"'AAAAAAAAAAAAA Canon remix (not actually cannon though) cannon remix: THIT ONE IS CANON.'",58
"Arise",367
"Cognize",378
"1x SHOWDOWN COMBO",99
"This song was made 30 minutes before the deadline so fuck you",61
"cool and new an them",115
"ｅｘｈａｌｅ (Full Ver.)",178
"Quartet (Full Ver.)",185
"Sburban Tycoon (Full Ver.)",214
"－私はあなたを騙しました－( ͡° ͜ʖ ͡°)",403
"ＧＡＭＩＮＧブラザー９６",257
"夜間のＭＯＯＮ汗",206
"家で立ち往生「ＵＧＬＹ－ＢＥＢＢＹ」",177
"ＳジＢャＵンＲグＢル",279
"ＣＲＹＳＴＡＬ母の国歌",108
"ＲＪ眠れない３ＡＭ",402
"イカの子供のＰＡＲＡＤＩＳＥ",282
"$H☯W✝IM€－420－( ▽ ` )ﾉ",163
"魚娘ドキドキ",142
"がんばってＤＡＶＩＤさん",120
"weed dreams..",158
"酔ったＭＩＤＮＩＧＨＴの乗組員",329
"４ちゃん • プロスピット",226
"The Static",72
"Curtain Call",97
"Blood Right",215
"Cosmic Significance",233
"Star Children",217
"A New World",102
"Razzmatazz",136
"Mammory Master",105
"Striving For A Future",127
"A Very Active Imagination",218
"Bias",180
"Six By Six",168
"Ferocity Weaving",302
"Radioactive Ore",156
"Starry Night",97
"Clamor",113
"Song For The Lost",100
"Woof-",197
"Sunrise",198
"J-Jitterbug",120
"Extra Worse",104
"On Repeat",134
"Commercial Break",200
"'INTERMISSION: Beyond The Wall'",193
"Third Eye",145
"Oversaturated",267
"Paint The Town Black",179
"Final Bow",130
"You'd Do It For Randolph Scott",96
"Alone In The Rain",233
"Poetic",127
"Zehanpuryu",145
"Revelations",141
"The Day After Spring Began",180
"Terran Wanderer",133
"Invigorated Wasteland",144
"Scarred For Life",150
"Curtain Call (psithurist's "the game isn't sgrub" remix)",146
"Polkafighter!",82
"Mantle Piece",268
"Mother Of The Stars",146
"Sickly Green Glow",162
"Waltz In The Static Void",114
"Code Red And Existential Dread",246
"Sortir",226
"Vast Error",248
"Ultima Hoc Fatum",369
"Gone",154
"Sburban Sprawl",161
"Slick Tricks",168
"Cometfall",188
"Ultramagnetoparakineticrystalphotogrammetry",248
"Moonrunner",155
"Unstable Loops",190
"Windterlude",113
"Ruined Singularity",194
"Rafflesia in Bloom",190
"All In Your Mind",231
"Pool Hall Massacre",199
"Unification",246
"Thief of Space",207
"Entangled",253
"Harrigan",272
"She Needs to Come Home",219
"Mischief",224
"Miranda",202
"A Romance of Protons and Neutrons",264
"A Heaven Broad and Ochre",249
"Lunatic",348
"An Old One",184
"'15874'",139
"Dreaming of Living",126
"Songbird's Lunch Break",190
"Infinity Proof Liquor",154
"Breath in",176
"Freshly Sleeping",170
"Glide",164
"Wake",128
"Calming Quartz",125
"Sandy Skyline",173
"Deep Fried",240
"Red Pulse",205
"Oolongcat",163
"Light Like Raindrops",195
"Delta Divination",207
"Acquiesce",265
"Depths and Water",435
"Carnival of Nescience",125
"Round Perdition's Flames",224
"The Hyaline",253
